recapture_id,game,category,suspected_option,exact_missing_evidence,recommended_capture_sequence,source_evidence_that_caused_request,reason,status
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_SHAPE_SELECTOR_FIRST_ROW_SELECTOR_BOUNDARIES_NOT_PROVEN_STRAIGHT,ea-sports-fc-26,"Eyebrow shape selector, first row",Straight,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_SHAPE_SELECTOR_FIRST_ROW_SELECTOR_BOUNDARIES_NOT_PROVEN_S_SHAPED,ea-sports-fc-26,"Eyebrow shape selector, first row",'S' Shaped,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_EYEBROW_SHAPE_SELECTOR_SECOND_ROW_SELECTOR_BOUNDARIES_NOT_PROVEN_LOW_ARCH,ea-sports-fc-26,"Eyebrow shape selector, second row",Low Arch,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_288,ea-sports-fc-26,Facial Hair,Facial Hair 288,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_38,ea-sports-fc-26,Facial Hair,Facial Hair 38,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_37,ea-sports-fc-26,Facial Hair,Facial Hair 37,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_27,ea-sports-fc-26,Facial Hair,Facial Hair 27,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_285,ea-sports-fc-26,Facial Hair,Facial Hair 285,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_239,ea-sports-fc-26,Facial Hair,Facial Hair 239,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
RECAPTURE_GFM_MEDIA_FC26_0C758EB69716_FACIAL_HAIR_SELECTOR_BOUNDARIES_NOT_PROVEN_FACIAL_HAIR_16,ea-sports-fc-26,Facial Hair,Facial Hair 16,"First option, final option, wrap behavior, and full native order","Open the category from the canonical creation path, pause on the first visible option, move one option at a time through the final option, demonstrate wrap behavior only if safe, and keep labels or indices visible.",GFM_MEDIA_FC26_0C758EB69716,selector_boundaries_not_proven,REQUESTED_NOT_CAPTURED
