task_id,group,priority,candidate_or_menu_id,affected_candidate_ids,category,required_view,recommended_file_name,related_source_video_timestamp,why_blocked,evidence_will_clear_blocker,source_issue_ids,source_capture_ids
CF27-REC-cf27-xboxunknown-rtg-skindetails-005,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-005-YYYYMMDD-partNN.mp4,phase0-video-005@23-24,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-006,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-006-YYYYMMDD-partNN.mp4,phase0-video-005@21-22,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-007,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-007-YYYYMMDD-partNN.mp4,phase0-video-005@19-20,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-008,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-008-YYYYMMDD-partNN.mp4,phase0-video-005@17-18,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-009,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-009-YYYYMMDD-partNN.mp4,phase0-video-005@25-26,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skindetails-010,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINDETAILS-010-YYYYMMDD-partNN.mp4,phase0-video-005@27-31.72,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-001,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-001-YYYYMMDD-partNN.mp4,phase0-video-004@45-46,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-002,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-002-YYYYMMDD-partNN.mp4,phase0-video-004@47-47,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-003,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-003-YYYYMMDD-partNN.mp4,phase0-video-004@48-49,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-004,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-004-YYYYMMDD-partNN.mp4,phase0-video-004@12-13,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-006,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-006-YYYYMMDD-partNN.mp4,phase0-video-004@29-30,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-007,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-007-YYYYMMDD-partNN.mp4,phase0-video-004@27-28,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-008,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-008-YYYYMMDD-partNN.mp4,phase0-video-004@25-26,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-009,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-009-YYYYMMDD-partNN.mp4,phase0-video-004@8-11,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-011,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-011-YYYYMMDD-partNN.mp4,phase0-video-004@50-51,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-012,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-012-YYYYMMDD-partNN.mp4,phase0-video-004@43-44,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-013,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-013-YYYYMMDD-partNN.mp4,phase0-video-004@39-40,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-017,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-017-YYYYMMDD-partNN.mp4,phase0-video-004@37-38,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-018,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-018-YYYYMMDD-partNN.mp4,phase0-video-004@20-22,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-019,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-019-YYYYMMDD-partNN.mp4,phase0-video-004@17-19,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-020,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-020-YYYYMMDD-partNN.mp4,phase0-video-004@15-16,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-021,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-021-YYYYMMDD-partNN.mp4,phase0-video-004@23-24,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-022,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-022-YYYYMMDD-partNN.mp4,phase0-video-004@35-36,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-023,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-023-YYYYMMDD-partNN.mp4,phase0-video-004@52-53.82,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-024,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-024-YYYYMMDD-partNN.mp4,phase0-video-004@33-34,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-REC-cf27-xboxunknown-rtg-skintone-029,Ordering disputes,P0,CF27_XBOXUNKNOWN_RTG_SKINTONE_029,CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,FRONT,GFM-CF27-ORDERING-DISPUTES-CF27-XBOXUNKNOWN-RTG-SKINTONE-029-YYYYMMDD-partNN.mp4,phase0-video-004@31-32,"Missing required production view(s): FRONT. Missing environment/version field(s): gameVersion, patch. Native order, selector boundary, or count continuity is unresolved for this record/category. Canonical setting consistency is FAIL. Framing/visibility status is FAIL. Lighting status is UNRESOLVED_NOT_CAPTURE_STANDARDIZED.","direct game version, patch, platform, mode, and creation-path evidence; stable required view evidence: FRONT; complete native-order and selector-boundary capture",issue-phase0-appearance-control-skin-tone-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-ORDER-ear-shape,Ordering disputes,P0,ear-shape,CF27_XBOXUNKNOWN_RTG_EARSHAPE_001;CF27_XBOXUNKNOWN_RTG_EARSHAPE_002;CF27_XBOXUNKNOWN_RTG_EARSHAPE_003;CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,Ear Shape,MENU,GFM-CF27-ORDER-ear-shape-YYYYMMDD-partNN.mp4,phase0-video-009@18-20 | phase0-video-009@16-17 | phase0-video-009@23-25 | phase0-video-009@26-30.21,Category count/order audit is incomplete.,"A continuous console capture proving native order continuity, first/final boundaries, two counts where required, and wrap/no-wrap behavior.",issue-phase0-appearance-control-ear-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,
CF27-ORDER-eye-color,Ordering disputes,P0,eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_001;CF27_XBOXUNKNOWN_RTG_EYECOLOR_002;CF27_XBOXUNKNOWN_RTG_EYECOLOR_003;CF27_XBOXUNKNOWN_RTG_EYECOLOR_004;CF27_XBOXUNKNOWN_RTG_EYECOLOR_005;CF27_XBOXUNKNOWN_RTG_EYECOLOR_006;CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,MENU,GFM-CF27-ORDER-eye-color-YYYYMMDD-partNN.mp4,phase0-video-007@12-12 | phase0-video-007@13-15 | phase0-video-007@16-17 | phase0-video-007@18-20 | phase0-video-007@25-29.33,Category count/order audit is incomplete.,"A continuous console capture proving native order continuity, first/final boundaries, two counts where required, and wrap/no-wrap behavior.",issue-phase0-appearance-control-eye-color-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-ORDER-eye-shape,Ordering disputes,P0,eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001;CF27_XBOXUNKNOWN_RTG_EYESHAPE_002;CF27_XBOXUNKNOWN_RTG_EYESHAPE_003;CF27_XBOXUNKNOWN_RTG_EYESHAPE_004;CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,MENU,GFM-CF27-ORDER-eye-shape-YYYYMMDD-partNN.mp4,phase0-video-006@14-14 | phase0-video-006@15-16 | phase0-video-006@17-18 | phase0-video-006@19-19 | phase0-video-006@20-24.93,Category count/order audit is incomplete.,"A continuous console capture proving native order continuity, first/final boundaries, two counts where required, and wrap/no-wrap behavior.",issue-phase0-appearance-control-eye-shape-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-ORDER-hairstyle,Ordering disputes,P0,hairstyle,CF27_XBOXUNKNOWN_RTG_HAIRSTYLE_SHORT_CURLY,Hairstyles,MENU,GFM-CF27-ORDER-hairstyle-YYYYMMDD-partNN.mp4,CF27_XBOX_SOURCE_2026_08_02_002@5-99,Category count/order audit is incomplete.,"A continuous console capture proving native order continuity, first/final boundaries, two counts where required, and wrap/no-wrap behavior.",issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
CF27-ORDER-nose,Ordering disputes,P0,nose,CF27_XBOXUNKNOWN_RTG_NOSE_001;CF27_XBOXUNKNOWN_RTG_NOSE_002;CF27_XBOXUNKNOWN_RTG_NOSE_003;CF27_XBOXUNKNOWN_RTG_NOSE_004;CF27_XBOXUNKNOWN_RTG_NOSE_005;CF27_XBOXUNKNOWN_RTG_NOSE_006;CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,MENU,GFM-CF27-ORDER-nose-YYYYMMDD-partNN.mp4,phase0-video-008@15-15 | phase0-video-008@16-18 | phase0-video-008@19-20 | phase0-video-008@21-22 | phase0-video-008@14-14,Category count/order audit is incomplete.,"A continuous console capture proving native order continuity, first/final boundaries, two counts where required, and wrap/no-wrap behavior.",issue-phase0-appearance-control-nose-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-duplicate-observations;issue-phase0-primary-review-environment-unresolved,
CF27-ORDER-skin-details,Ordering disputes,P0,skin-details,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009;CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,MENU,GFM-CF27-ORDER-skin-details-YYYYMMDD-partNN.mp4,phase0-video-005@8-8 | phase0-video-005@9-10 | phase0-video-005@11-14 | phase0-video-005@15-16 | phase0-video-005@23-24,Category count/order audit is incomplete.,"A continuous console capture proving native order continuity, first/final boundaries, two counts where required, and wrap/no-wrap behavior.",issue-phase0-appearance-control-skin-details-recapture;issue-phase0-primary-review-category-incomplete;issue-phase0-primary-review-environment-unresolved,
