discrepancy_id,discrepancy_type,stable_candidate_id,category,native_order,verifier_instruction,evidence_references,source_video_timestamp,current_status,blocks_production,notes
CF27-DISC-cf27-xboxunknown-rtg-skindetails-010-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,10,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-005-tl-011,phase0-video-005@27-31.72,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-001-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,1,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-019,phase0-video-004@45-46,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-001-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,1,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-019,phase0-video-004@45-46,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-002-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,2,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-020,phase0-video-004@47-47,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-002-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,2,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-020,phase0-video-004@47-47,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-003-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,3,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-021,phase0-video-004@48-49,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-003-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,3,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-021,phase0-video-004@48-49,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-004-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,4,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-003,phase0-video-004@12-13,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-004-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,4,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-003,phase0-video-004@12-13,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-006-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,6,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-011,phase0-video-004@29-30,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-006-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,6,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-011,phase0-video-004@29-30,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-007-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,7,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-010,phase0-video-004@27-28,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-007-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,7,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-010,phase0-video-004@27-28,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-008-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,8,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-009,phase0-video-004@25-26,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-008-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,8,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-009,phase0-video-004@25-26,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-009-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,9,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-002,phase0-video-004@8-11,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-009-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,9,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-002,phase0-video-004@8-11,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-010-duplicate-review-required,DUPLICATE_REVIEW_REQUIRED,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,10,Compare both observations and source timestamps; do not merge or discard either record without direct evidence.,phase0-frame-video-004-tl-017;phase0-frame-video-004-tl-004,phase0-video-004@14-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,Duplicate or continuity concern must be reviewed from direct evidence.
CF27-DISC-cf27-xboxunknown-rtg-skintone-010-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,10,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-017;phase0-frame-video-004-tl-004,phase0-video-004@14-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-010-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_010,Skin Tone,10,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-017;phase0-frame-video-004-tl-004,phase0-video-004@14-14,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-011-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,11,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-022,phase0-video-004@50-51,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-011-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,11,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-022,phase0-video-004@50-51,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-012-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,12,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-018,phase0-video-004@43-44,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-012-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,12,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-018,phase0-video-004@43-44,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-013-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,13,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-016,phase0-video-004@39-40,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-013-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,13,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-016,phase0-video-004@39-40,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-017-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,17,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-015,phase0-video-004@37-38,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-017-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,17,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-015,phase0-video-004@37-38,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-018-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,18,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-007,phase0-video-004@20-22,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-018-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,18,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-007,phase0-video-004@20-22,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-019-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,19,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-006,phase0-video-004@17-19,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-019-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,19,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-006,phase0-video-004@17-19,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-020-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,20,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-005,phase0-video-004@15-16,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-020-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,20,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-005,phase0-video-004@15-16,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-021-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,21,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-008,phase0-video-004@23-24,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-021-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,21,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-008,phase0-video-004@23-24,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-022-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,22,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-014,phase0-video-004@35-36,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-022-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,22,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-014,phase0-video-004@35-36,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-023-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,23,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-023,phase0-video-004@52-53.82,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-023-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,23,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-023,phase0-video-004@52-53.82,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-024-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,24,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-013,phase0-video-004@33-34,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-024-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,24,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-013,phase0-video-004@33-34,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
CF27-DISC-cf27-xboxunknown-rtg-skintone-029-environment-version-gap,ENVIRONMENT_VERSION_GAP,CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,29,Record or confirm the verifier environment; mark version mismatch if it does not match primary evidence.,phase0-frame-video-004-tl-012,phase0-video-004@31-32,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Missing environment/version field(s): gameVersion, patch."
CF27-DISC-cf27-xboxunknown-rtg-skintone-029-ordering-dispute,ORDERING_DISPUTE,CF27_XBOXUNKNOWN_RTG_SKINTONE_029,Skin Tone,29,Independently recount native order and selector boundaries before comparing primary records.,phase0-frame-video-004-tl-012,phase0-video-004@31-32,OPEN_PENDING_SECOND_VERIFIER_OR_RECAPTURE,yes,"Native order, selector boundary, or count continuity is unresolved for this record/category."
