verifierQueueID,candidateID,category,claimedNativeLabel,claimedNativeIndex,claimedNativeOrder,evidenceSupportState,supportStateRationale,requiredIndependentInGameCheck,evidenceFileCheck,frontViewCheck,secondaryAngleRequirement,duplicateOrOrderIssue,requiredNotes,productionEligibilityState,blockingReason,userConfirmationRequired
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-006,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,Acne Scar 1,6,6,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-007,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,Redness 3,7,7,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-008,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,Redness 2,8,8,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-009,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,Redness 1,9,9,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skindetails-010,CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,Freckles 1,10,10,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-details-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-001,CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,Skin Tone 01,1,1,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-002,CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,Skin Tone 02,2,2,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-003,CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,Skin Tone 03,3,3,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-004,CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,Skin Tone 04,4,4,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-006,CF27_XBOXUNKNOWN_RTG_SKINTONE_006,Skin Tone,Skin Tone 06,6,6,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-007,CF27_XBOXUNKNOWN_RTG_SKINTONE_007,Skin Tone,Skin Tone 07,7,7,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-008,CF27_XBOXUNKNOWN_RTG_SKINTONE_008,Skin Tone,Skin Tone 08,8,8,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-009,CF27_XBOXUNKNOWN_RTG_SKINTONE_009,Skin Tone,Skin Tone 09,9,9,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-011,CF27_XBOXUNKNOWN_RTG_SKINTONE_011,Skin Tone,Skin Tone 11,11,11,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-012,CF27_XBOXUNKNOWN_RTG_SKINTONE_012,Skin Tone,Skin Tone 12,12,12,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-013,CF27_XBOXUNKNOWN_RTG_SKINTONE_013,Skin Tone,Skin Tone 13,13,13,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-017,CF27_XBOXUNKNOWN_RTG_SKINTONE_017,Skin Tone,Skin Tone 17,17,17,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-018,CF27_XBOXUNKNOWN_RTG_SKINTONE_018,Skin Tone,Skin Tone 18,18,18,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-019,CF27_XBOXUNKNOWN_RTG_SKINTONE_019,Skin Tone,Skin Tone 19,19,19,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-020,CF27_XBOXUNKNOWN_RTG_SKINTONE_020,Skin Tone,Skin Tone 20,20,20,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-021,CF27_XBOXUNKNOWN_RTG_SKINTONE_021,Skin Tone,Skin Tone 21,21,21,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,REQUIRED_BY_DETERMINISTIC_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-022,CF27_XBOXUNKNOWN_RTG_SKINTONE_022,Skin Tone,Skin Tone 22,22,22,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-023,CF27_XBOXUNKNOWN_RTG_SKINTONE_023,Skin Tone,Skin Tone 23,23,23,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
cf27-supported-subset-verifier-cf27-xboxunknown-rtg-skintone-024,CF27_XBOXUNKNOWN_RTG_SKINTONE_024,Skin Tone,Skin Tone 24,24,24,USER_CONFIRMATION_REQUIRED,"Locked media supports the visible option enough for verifier review, but this appearance choice should require user confirmation and confirmation screenshots before being treated as a successful personal outcome.",Verify the native label/index/order and whether the same option exists in the shipping game environment. Record any mismatch as a disagreement.,Confirm each listed evidence reference resolves or record MISSING_EVIDENCE.,MISSING_FROM_CURRENT_DERIVATIVES,NOT_SELECTED_BY_SAMPLE,NONE,true,NOT_ELIGIBLE,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-appearance-control-skin-tone-recapture; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE,true
