audit_row_id,row_type,candidate_or_requirement_id,category,native_label_index_order,native_order,existing_source_video,start_timestamp,end_timestamp,existing_derivative_frame_references,clearly_visible,not_visible,required_views,available_views,missing_views,menu_label_visible,native_order_visible,environment_metadata_available,framing_quality,lighting_consistency,obstruction_notes,hairstyle_consistency,facial_hair_consistency,eye_black_or_accessory_obstruction,motion_or_compression_issue,primary_classification,confidence_in_classification,can_frame_reextraction_solve_it,can_second_verifier_review_solve_it,requires_new_recording,exact_reason,exact_next_action,production_eligibility,blocking_reason
requirement-REQ-VIEWS-nose,EVIDENCE_REQUIREMENT,REQ-VIEWS-nose,Nose,,,phase0-video-008,,,phase0-frame-video-008-tl-003; phase0-frame-video-008-tl-004; phase0-frame-video-008-tl-005; phase0-frame-video-008-tl-006; phase0-frame-video-008-tl-002; phase0-frame-video-008-tl-009; phase0-frame-video-008-tl-008; phase0-frame-video-008-tl-007,Nose has current menu/selected-value evidence for 7 candidate row(s).,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE.",FRONT; LEFT_PROFILE; RIGHT_PROFILE,,FRONT; LEFT_PROFILE; RIGHT_PROFILE,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Missing required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE.",Record targeted Nose views with canonical settings; do not rerecord unrelated categories.,NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-CREATION-PATH,EVIDENCE_REQUIREMENT,REQ-CREATION-PATH,Road to Glory creation path,,,phase0-video-001,0,72.29,phase0-source-phase0-video-001; phase0-frame-video-001-tl-011; phase0-frame-video-001-tl-012,Existing timeline phase0-video-001 records Road to Glory navigation and Create Player appearance entry; local derivative frames exist.,The older source master is a portable OWNER_DOWNLOADS reference rather than a local master in this checkout.,,,,yes,no,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,The older source master is a portable OWNER_DOWNLOADS reference rather than a local master in this checkout.,Second verifier should inspect existing path evidence; owner should re-supply the original master if available before asking for a new recording.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-skin-details,EVIDENCE_REQUIREMENT,REQ-ORDER-skin-details,Skin details,,,phase0-video-005,,,,Skin Details has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE","Record the shortest possible Skin Details boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-skin-details,EVIDENCE_REQUIREMENT,REQ-VIEWS-skin-details,Skin details,,,phase0-video-005,,,phase0-frame-video-005-tl-002; phase0-frame-video-005-tl-003; phase0-frame-video-005-tl-004; phase0-frame-video-005-tl-005; phase0-frame-video-005-tl-009; phase0-frame-video-005-tl-008; phase0-frame-video-005-tl-007; phase0-frame-video-005-tl-006; phase0-frame-video-005-tl-010; phase0-frame-video-005-tl-011; phase0-frame-reextract-req-views-skin-details-front,"Skin Details has current menu/selected-value evidence for 10 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-skin-details-front at phase0-video-005 @ 8s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-skin-details-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
requirement-REQ-ORDER-skin-tone,EVIDENCE_REQUIREMENT,REQ-ORDER-skin-tone,Skin tone,,,phase0-video-004,,,,Skin Tone has observed options with evidence for every claimed option row where present.,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: Missing native-order values inside observed range: 5, 14, 15, 16, 25, 26, 27, 28.; missingIndices: Missing indices: 5, 14, 15, 16, 25, 26, 27, 28.; repeatedIndices: Repeated selected indices or labels: 10.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE",MENU,,MENU,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,GENUINE_RECAPTURE_REQUIRED,high,no,no,yes,"Selector beginning/final boundary, two complete counts, wrap behavior, or native-order continuity is not production-proven: beginningBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; endingBoundary: NOT_DEMONSTRATED_AS_SELECTOR_BOUNDARY; twoCompleteCounts: Two complete independent counts are not available.; nativeOrderContinuity: Missing native-order values inside observed range: 5, 14, 15, 16, 25, 26, 27, 28.; missingIndices: Missing indices: 5, 14, 15, 16, 25, 26, 27, 28.; repeatedIndices: Repeated selected indices or labels: 10.; wrappingBehavior: NOT_DEMONSTRATED; countMatchesRecordTotal: No total count is claimed, so count cannot be matched to record total.; unprovenFinalOptionClaims: LAST_OBSERVED_IN_CURRENT_FOOTAGE_NOT_PROVEN_FINAL_AVAILABLE","Record the shortest possible Skin Tone boundary/order clip: first value, every selected transition needed for the current gap, final value, and wrap/no-wrap proof.",NOT_ELIGIBLE,Existing footage was inspected and cannot satisfy this production requirement; frame extraction and verifier review cannot create the missing fact/view/boundary.
requirement-REQ-VIEWS-skin-tone,EVIDENCE_REQUIREMENT,REQ-VIEWS-skin-tone,Skin tone,,,phase0-video-004,,,phase0-frame-video-004-tl-019; phase0-frame-video-004-tl-020; phase0-frame-video-004-tl-021; phase0-frame-video-004-tl-003; phase0-frame-video-004-tl-011; phase0-frame-video-004-tl-010; phase0-frame-video-004-tl-009; phase0-frame-video-004-tl-002; phase0-frame-video-004-tl-017; phase0-frame-video-004-tl-004; phase0-frame-video-004-tl-022; phase0-frame-video-004-tl-018; phase0-frame-video-004-tl-016; phase0-frame-video-004-tl-015; phase0-frame-video-004-tl-007; phase0-frame-video-004-tl-006; phase0-frame-video-004-tl-005; phase0-frame-video-004-tl-008; phase0-frame-video-004-tl-014; phase0-frame-video-004-tl-023; phase0-frame-video-004-tl-013; phase0-frame-video-004-tl-012; phase0-frame-reextract-req-views-skin-tone-front,"Skin Tone has current menu/selected-value evidence for 21 candidate row(s), and recovered front evidence phase0-frame-reextract-req-views-skin-tone-front at phase0-video-004 @ 45.5s is available for verifier review.",Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,FRONT,FRONT,,yes,partial,partial,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,REQUIREMENT_LEVEL,REQUIREMENT_LEVEL,,,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,Per-candidate standardized production imagery is still not proven; this frame recovery only removes the need for a new Xbox recording solely for the category-level front-view audit gap.,Second verifier should inspect recovered front frame phase0-frame-reextract-req-views-skin-tone-front; do not request a new recording solely for this front-view audit gap.,NOT_ELIGIBLE,Production remains blocked until verification and production gates pass.
candidate-CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_BLUE_CHIP,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_BLUE_CHIP,Body-related appearance controls,BLUE CHIP,,phase0-video-001,18-23,7,phase0-source-phase0-video-001,selected value is visible; category/menu is visible; option transition is observable,game version; patch,MENU,MENU,,yes,yes,partial,NOT_APPLICABLE,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved
candidate-CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_CONTRIBUTOR,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_CONTRIBUTOR,Body-related appearance controls,CONTRIBUTOR,,phase0-video-001,18-23,7,phase0-source-phase0-video-001,selected value is visible; category/menu is visible; option transition is observable,game version; patch,MENU,MENU,,yes,yes,partial,NOT_APPLICABLE,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved
candidate-CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_ELITE,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_ELITE,Body-related appearance controls,ELITE,,phase0-video-001,18-23,7,phase0-source-phase0-video-001,selected value is visible; category/menu is visible; option transition is observable,game version; patch,MENU,MENU,,yes,yes,partial,NOT_APPLICABLE,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved
candidate-CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_UNDERDOG,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_JOURNEYTYPE_UNDERDOG,Body-related appearance controls,UNDERDOG,,phase0-video-001,18-23,7,phase0-source-phase0-video-001,selected value is visible; category/menu is visible; option transition is observable,game version; patch,MENU,MENU,,yes,yes,partial,NOT_APPLICABLE,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved
candidate-CF27_XBOXUNKNOWN_RTG_POSITION_QB,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_POSITION_QB,Body-related appearance controls,QB,,phase0-video-001,24-29,7,phase0-source-phase0-video-001,selected value is visible; category/menu is visible; option transition is observable,game version; patch,MENU,MENU,,yes,yes,partial,NOT_APPLICABLE,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved
candidate-CF27_XBOXUNKNOWN_RTG_CHIN_SQUARE,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_CHIN_SQUARE,Chin,Square,2,CF27_XBOX_SOURCE_2026_08_02_001,230-240.24,4,phase0-frame-CF27_XBOX_SOURCE_2026_08_02_001-tl-011,selected value is visible; category/menu is visible; option transition is observable,"required production view(s): FRONT, LEFT_PROFILE, RIGHT_PROFILE; game version; patch",MENU; FRONT; LEFT_PROFILE; RIGHT_PROFILE,MENU,FRONT; LEFT_PROFILE; RIGHT_PROFILE,yes,yes,partial,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EARSHAPE_001,Ear Shape,Attached Lobe,1,phase0-video-009,18-20,15,phase0-frame-video-009-tl-003,selected value is visible; category/menu is visible; option transition is observable,"required production view(s): LEFT_PROFILE, RIGHT_PROFILE; game version; patch",MENU; LEFT_PROFILE; RIGHT_PROFILE,MENU,LEFT_PROFILE; RIGHT_PROFILE,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EARSHAPE_002,Ear Shape,None,2,phase0-video-009,16-17,15,phase0-frame-video-009-tl-002; phase0-frame-video-009-tl-004,selected value is visible; category/menu is visible; option transition is observable,"required production view(s): LEFT_PROFILE, RIGHT_PROFILE; game version; patch; duplicate resolution",MENU; LEFT_PROFILE; RIGHT_PROFILE,MENU,LEFT_PROFILE; RIGHT_PROFILE,yes,yes,partial,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete; duplicate review required
candidate-CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EARSHAPE_003,Ear Shape,Round Free Lobe,3,phase0-video-009,23-25,15,phase0-frame-video-009-tl-005,selected value is visible; category/menu is visible; option transition is observable,"required production view(s): LEFT_PROFILE, RIGHT_PROFILE; game version; patch",MENU; LEFT_PROFILE; RIGHT_PROFILE,MENU,LEFT_PROFILE; RIGHT_PROFILE,yes,yes,partial,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EARSHAPE_004,Ear Shape,Pointed,4,phase0-video-009,26-30.21,15,phase0-frame-video-009-tl-006,selected value is visible; category/menu is visible; option transition is observable,"required production view(s): LEFT_PROFILE, RIGHT_PROFILE; game version; patch",MENU; LEFT_PROFILE; RIGHT_PROFILE,MENU,LEFT_PROFILE; RIGHT_PROFILE,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,no,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_001,Eye Color,Light Blue,1,phase0-video-007,12-12,11,phase0-frame-video-007-tl-002,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,Eye Color,Light Brown,2,phase0-video-007,13-15,11,phase0-frame-video-007-tl-003,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,FAIL,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,Eye Color,Brown,3,phase0-video-007,16-17,11,phase0-frame-video-007-tl-004,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,Eye Color,Blue,4,phase0-video-007,18-20,11,phase0-frame-video-007-tl-005,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,Eye Color,Light Green,5,phase0-video-007,25-29.33,11,phase0-frame-video-007-tl-008,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,Grey,6,phase0-video-007,23-24,11,phase0-frame-video-007-tl-007,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,Hazel,7,phase0-video-007,21-22,11,phase0-frame-video-007-tl-006,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,Eye Shape,Almond,1,phase0-video-006,14-14,13,phase0-frame-video-006-tl-002,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,Eye Shape,None,2,phase0-video-006,15-16,13,phase0-frame-video-006-tl-003,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,Eye Shape,Prominent,3,phase0-video-006,17-18,13,phase0-frame-video-006-tl-004,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
candidate-CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,CATALOG_CANDIDATE,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,Eye Shape,Monolid,4,phase0-video-006,19-19,13,phase0-frame-video-006-tl-005,selected value is visible; category/menu is visible; option transition is observable,required production view(s): FRONT; game version; patch,MENU; FRONT,MENU,FRONT,yes,yes,partial,PASS,UNRESOLVED_NOT_CAPTURE_STANDARDIZED,No candidate-specific obstruction note in queue.,FAIL,FAIL,not specifically noted,timeline includes blur/transition contamination,SECOND_VERIFIER_CONFIRMATION_REQUIRED,high,yes,yes,no,"Existing source timestamp and derivative evidence can be reviewed by a second human, but Codex cannot assign independent verification.",Send this candidate to the second-verifier workspace; preserve any duplicate/order flags for human review.,NOT_ELIGIBLE,second-person verification has not occurred; game version/patch unresolved; required production views incomplete
